0.354133,1.629721,0.062316
0.391114,1.172886,0.052821
0.263514,1.862263,0.047958
0.419794,1.484643,0.045456
0.382689,1.262443,0.06631
0.375993,1.987963,0.060592
0.213585,1.788544,0.057342
0.441214,1.015953,0.05289
0.416818,1.695132,0.056748
0.338628,1.726846,0.052308
0.134023,1.921661,0.075137
0.268622,1.958201,0.06147
0.389802,1.224779,0.045999
0.171033,1.780752,0.052526
0.311446,1.70703,0.073411
0.201414,1.95906,0.06039
0.362841,1.187056,0.053671
0.162901,1.84826,0.056926
0.211391,1.476297,0.078571
0.343607,1.974551,0.054863
0.046432,1.880843,0.079538
0.24423,1.598508,0.048679
0.421339,1.688963,0.064948
0.560216,1.655735,0.052325
0.389605,1.419501,0.051087
0.068162,1.81766,0.066525
0.274597,1.989833,0.063188
0.556758,1.857017,0.040405
0.529336,1.759405,0.049605
0.597775,1.351888,0.041816
0.504364,1.84801,0.034649
0.542797,1.417684,0.042969
0.359806,1.345661,0.059612
0.399,1.809982,0.058138
0.194696,1.507693,0.070282
0.324014,1.972504,0.057944
0.274229,1.540274,0.066871
0.331935,1.739131,0.057595
0.416354,1.528572,0.049509
0.389186,1.658578,0.043471
0.307613,1.761072,0.068592
0.347977,1.943196,0.045584
0.221345,1.848558,0.062243
0.137141,1.816674,0.064241
0.410675,1.73287,0.045959
0.515134,1.379477,0.044538
0.117511,1.891011,0.054483
0.042181,1.772566,0.073868
0.233294,1.704072,0.064216
0.285673,1.689999,0.066914
0.419498,1.831512,0.050811
0.234193,1.838664,0.054909
0.475034,1.579549,0.057369
0.48453,1.828764,0.037142
0.514327,1.87332,0.045667
0.256062,1.6252,0.06976
0.091699,1.978636,0.058156
0.358968,1.374881,0.065484
0.270114,1.906708,0.055109
0.45674,1.516431,0.057028
0.109186,1.664778,0.076055
0.32348,1.38982,0.075037
0.24553,1.505727,0.057437
0.273589,1.989577,0.044988
0.360304,1.724786,0.054447
0.229867,1.456791,0.071416
0.206471,1.916698,0.059254
0.290553,1.437232,0.071984
0.458028,1.201129,0.04405
0.25787,1.574901,0.056654
0.25714,1.967448,0.054406
0.404258,1.84142,0.048692
0.291334,1.401702,0.075789
0.173508,1.911235,0.081396
0.147554,1.891796,0.066508
0.086757,1.784707,0.074674
0.262792,1.936803,0.058682
0.141207,1.583887,0.068323
0.267094,1.608659,0.068782
0.36778,1.735336,0.06541
0.161485,1.922836,0.042514
0.44489,1.803716,0.043564
0.335158,1.40581,0.047565
0.447434,1.83732,0.036504
0.205867,1.620283,0.053748
0.599784,1.73928,0.039365
0.096466,1.901712,0.078815
0.297173,1.817555,0.0364
0.072556,1.949518,0.062615
0.265424,1.350469,0.072555
0.284429,1.852006,0.071855
0.18361,1.843476,0.057821
0.395459,1.275051,0.043146
0.31174,1.987786,0.05153
0.227004,1.986836,0.053245
0.212217,1.894771,0.062493
0.278016,1.593052,0.066034
0.250954,1.485881,0.066946
0.193532,1.634261,0.072097
0.29897,1.6903,0.042765
0.406675,1.408031,0.0568
0.208149,1.562875,0.076124
0.130003,1.827922,0.054824
0.54775,1.788849,0.040223
0.154039,1.736791,0.080004
0.251029,1.954454,0.069356
0.18207,1.412196,0.064665
0.238743,1.620858,0.067314
0.58177,1.720802,0.039384
0.381859,1.686243,0.062296
0.385792,1.893903,0.047493
0.291853,1.861168,0.059591
0.292035,1.962937,0.043148
0.142782,1.631629,0.074384
0.252518,1.713031,0.076951
0.223443,1.84699,0.056501
0.295033,1.159537,0.059546
0.318488,1.734355,0.0595
0.475845,1.6347,0.042366
0.261475,1.365653,0.057699
0.035483,1.894248,0.083486
0.206381,1.225258,0.063799
0.553446,1.835789,0.04164
0.31506,1.983303,0.0567
0.466172,1.991115,0.056836
0.326041,1.340415,0.058577
0.248938,1.293734,0.053933
0.517839,1.619125,0.039542
0.464591,1.475941,0.056609
0.326023,1.998999,0.056527
0.313872,1.654211,0.054516
0.310532,1.093481,0.061363
0.26504,1.718022,0.055473
0.405204,1.837756,0.058644
0.19886,1.775906,0.048281
0.203601,1.427853,0.064512
0.230778,1.744333,0.058831
0.255801,1.75278,0.056386
0.101087,1.906187,0.075307
0.071305,1.850228,0.068483
0.439496,1.767281,0.060299
0.649924,1.365096,0.044856
0.108408,1.854347,0.06346
0.764221,1.508829,0.04028
0.261118,1.75734,0.067107
0.323606,1.582127,0.06904
0.585887,1.414338,0.045399
0.290276,1.853664,0.061456
0.538464,1.593173,0.043853
0.160218,1.673753,0.055263
0.133947,1.895667,0.063086
0.326464,1.881608,0.059569
0.362525,1.932926,0.048803
0.458392,1.008403,0.058344
0.270187,1.592509,0.053341
0.490331,1.751797,0.040628
0.212699,1.409729,0.075184
0.143951,1.886997,0.051518
0.498317,1.805944,0.049306
0.5194,1.425603,0.044944
0.326311,1.162437,0.057451
0.299079,1.6321,0.060611
0.423039,1.67197,0.047615
0.184998,1.710723,0.087145
